nom;latitude_mairie;longitude_mairie;beach_coordinates;latitude_plage;longitude_plage;station;latitude_gare;longitude_gare;latitude_port;longitude_port
Roz-sur-Couesnon;48.571089;-1.612133;[];48.582248;-1.5708;[(None, None)];48.567305;-1.614266;48.583458;-1.593907
Saint-Benoît-des-Ondes;48.624096;-1.85822;[];48.624096;-1.85822;[(None, None)];48.620076;-1.853757;48.620076;-1.853757
Saint-Briac-sur-Mer;48.618745;-2.132606;[];48.633866;-2.124938;[(None, None)];48.634228;-2.127133;48.631286;-2.142389
Saint-Broladre;48.58694;-1.65608;[];48.591019;-1.662504;[(None, None)];48.590184;-1.662017;48.584285;-1.661639
Saint-Coulomb;48.676031;-1.912226;[];48.692079;-1.943123;[(None, None)];48.695758;-1.935751;48.691108;-1.931535
Saint-Jouan-des-Guérets;48.5989011;-1.9721953;[(Decimal('48.5933749'), Decimal('-1.9787783'))];48.605041;-1.969861;[(None, None)];48.596347;-1.969246;48.597881;-1.987956
Saint-Lunaire;48.618494;-2.102554;[];48.634939;-2.105822;[(None, None)];48.635779;-2.113155;48.633495;-2.092824
Saint-Malo;48.4497378;-1.6641708;[(Decimal('48.5933749'), Decimal('-1.9787783'))];48.664133;-1.988808;[(Decimal('48.6455148'), Decimal('-2.0271604')), (Decimal('48.4764049'), Decimal('-1.7654125')), (Decimal('48.5314637'), Decimal('-1.8505895')), (Decimal('48.6422640'), Decimal('-2.0259997')), (Decimal('48.5297585'), Decimal('-1.5660572')), (Decimal('48.6466038'), Decimal('-2.0039808')), (Decimal('48.6411502'), Decimal('-2.0277292')), (Decimal('48.5439622'), Decimal('-1.7501691')), (Decimal('48.5936849'), Decimal('-1.8432766')), (Decimal('48.5314643'), Decimal('-1.9148958')), (Decimal('48.4161835'), Decimal('-1.7277174')), (Decimal('48.3507721'), Decimal('-1.6859830')), (Decimal('48.6145311'), Decimal('-1.9058839'))];;;48.640193;-2.016863
Saint-Méloir-des-Ondes;48.6377720;-1.9050523;[];48.645628;-1.896467;[(Decimal('48.6145311'), Decimal('-1.9058839'))];48.634929;-1.903583;48.657912;-1.902189
Saint-Père;47.4592317;3.7650871;[];48.584068;-1.923014;[(None, None)];;;;
Saint-Suliac;48.5689028;-1.9711430;[];48.568875;-1.971413;[(None, None)];48.570632;-1.968534;48.572871;-1.969889
Ville-ès-Nonais;48.545946;-1.950595;[];48.545946;-1.950595;[(None, None)];48.554911;-1.955313;48.537;-1.967915
Vivier-sur-Mer;48.602203;-1.771736;[];48.603352;-1.775583;[(None, None)];48.601337;-1.778214;48.601418;-1.770889
Fleury;48.8477706;-1.2754988;[(Decimal('43.1971360'), Decimal('3.2148250')), (Decimal('43.1914356'), Decimal('3.2078971'))];;;[(None, None)];;;;
Saint-Pierre-du-Mont;43.8820960;-0.5198813;[];;;[(None, None)];43.874636;-0.514302;;
Villeneuve;46.0216405;4.8373827;[];;;[(Decimal('45.7065555'), Decimal('7.2134691')), (Decimal('48.0975501'), Decimal('-1.6754519'))];;;;
Bages;42.6058547;2.8920568;[];;;[(Decimal('41.5924361'), Decimal('1.8394195')), (Decimal('41.5929154'), Decimal('1.8384162')), (Decimal('41.7324011'), Decimal('1.6985293')), (Decimal('41.6103837'), Decimal('1.8490323')), (Decimal('41.7388594'), Decimal('1.6236549')), (Decimal('41.7246669'), Decimal('1.8340881')), (Decimal('41.5924381'), Decimal('1.8366671')), (Decimal('41.6154915'), Decimal('1.8433146')), (Decimal('41.7202649'), Decimal('1.8266326')), (Decimal('41.6679378'), Decimal('1.8595694')), (Decimal('41.6688601'), Decimal('1.8623229')), (Decimal('41.6288394'), Decimal('1.8689500')), (Decimal('41.6091192'), Decimal('1.8503095')), (Decimal('41.6405367'), Decimal('1.8547702')), (Decimal('41.7322156'), Decimal('1.8330170')), (Decimal('41.7314552'), Decimal('1.8277403'))];;;;
Fleury;48.8477706;-1.2754988;[(Decimal('43.1971360'), Decimal('3.2148250')), (Decimal('43.1914356'), Decimal('3.2078971'))];43.182961;3.193366;[(None, None)];;;;
Gruissan;43.103672;3.095341;[(Decimal('43.0794370'), Decimal('3.0987450')), (Decimal('43.1223241'), Decimal('3.1350488')), (Decimal('43.1265582'), Decimal('3.1379077'))];43.102038;3.115871;[(Decimal('43.1390540'), Decimal('3.1450673'))];;;43.105395;3.096908
Palme;;;[];42.972278;3;[(None, None)];;;;
Narbonne;43.0069251;2.7339477;[(Decimal('43.1971360'), Decimal('3.2148250')), (Decimal('42.9520840'), Decimal('3.0394170')), (Decimal('43.0794370'), Decimal('3.0987450')), (Decimal('43.1223241'), Decimal('3.1350488')), (Decimal('42.9932400'), Decimal('3.0541470')), (Decimal('42.8583418'), Decimal('3.0460438')), (Decimal('43.1541299'), Decimal('3.1639296')), (Decimal('43.1454490'), Decimal('3.1552314')), (Decimal('42.8631539'), Decimal('2.5882667')), (Decimal('43.1914356'), Decimal('3.2078971')), (Decimal('43.1265582'), Decimal('3.1379077'))];43.164812;3.173623;[(Decimal('43.1999015'), Decimal('2.7694408')), (Decimal('43.1906285'), Decimal('3.0056203')), (Decimal('42.9327732'), Decimal('3.0128704')), (Decimal('43.2337430'), Decimal('3.0509129')), (Decimal('43.0199491'), Decimal('3.0387850')), (Decimal('43.1390540'), Decimal('3.1450673'))];43.166072;2.990954;43.184543;2.998847
Port-la-Nouvelle;43.021677;3.04294;[(Decimal('42.9932400'), Decimal('3.0541470'))];43.007532;3.056849;[(Decimal('43.0199491'), Decimal('3.0387850'))];;;;
Peyriac-de-Mer;43.08681;2.959638;[];43.112376;2.932766;[(None, None)];43.100277;2.941029;;
Salles-d'Aude;43.238871;3.118629;[];;;[(None, None)];;;;
Sigean;43.0564340;2.9223727;[(Decimal('42.9520840'), Decimal('3.0394170')), (Decimal('42.9932400'), Decimal('3.0541470')), (Decimal('42.8583418'), Decimal('3.0460438'))];43.035697;2.965158;[(Decimal('42.9327732'), Decimal('3.0128704')), (Decimal('43.0199491'), Decimal('3.0387850'))];43.017291;2.976601;43.058841;3.002818
Lespignan;43.272645;3.173103;[];43.272701;3.177846;[(None, None)];;;43.276082;3.171032
Vendres;43.2687237;3.2236484;[];;;[(None, None)];;;;
Caumont;44.6961182;-0.0075285;[];;;[(None, None)];;;;
Conteville;49.6928117;1.6371145;[];;;[(None, None)];;;;
Haye;;;[];;;[(None, None)];;;;
Mondeville;48.4901359;2.4160826;[];;;[(None, None)];48.492956;2.413586;;
Bénodet;47.874696;-4.092176;[];47.874096;-4.109709;[(None, None)];47.87384;-4.111828;47.881379;-4.115157
Clohars-Fouesnant;47.897167;-4.064369;[];47.896789;-4.088228;[(None, None)];;;47.892678;-4.062334
Combrit;47.8870559;-4.1551635;[];47.86968;-4.121958;[(None, None)];47.909867;-4.195776;47.887205;-4.162793
Forêt-Fouesnant;47.901068;-3.980581;[];47.902325;-3.956997;[(None, None)];;;47.905328;-3.979379
Fouesnant;47.9084027;-3.9788134;[(Decimal('47.8509519'), Decimal('-4.0114040')), (Decimal('47.8502683'), Decimal('-4.0261676')), (Decimal('47.8483123'), Decimal('-4.0345320'))];47.847389;-4.040889;[(None, None)];47.852903;-4.041502;47.889991;-3.98551
Gouesnach;47.902996;-4.097052;[];47.916022;-4.111843;[(None, None)];47.921609;-4.085391;47.90439;-4.126325
Guilvinec;47.8000738;-4.2148295;[];47.799741;-4.285489;[(None, None)];47.800489;-4.27919;47.802101;-4.278726
Île-Tudy;47.8424093;-4.1675941;[];47.847863;-4.16677;[(Decimal('47.8410194'), Decimal('-4.1710060'))];;;47.841519;-4.169044
Kerlaz;48.09085;-4.272102;[];48.10656;-4.284173;[(None, None)];48.093299;-4.271309;;
Loctudy;47.838645;-4.190084;[];;;[(None, None)];47.832748;-4.163267;47.834066;-4.168964
Pleuven;47.9069367;-4.0437928;[];47.911262;-4.052178;[(None, None)];47.906378;-4.052711;;
Plobannalec-Lesconil;47.8000738;-4.2148295;[];47.823482;-4.230577;[(None, None)];47.823482;-4.230577;47.797931;-4.214356
Plomeur;47.8416402;-4.2829760;[];47.834749;-4.294628;[(Decimal('47.8402439'), Decimal('-4.2849445'))];47.840505;-4.281494;47.826081;-4.329971
Pont-l'Abbé;47.8000738;-4.2148295;[];47.855316;-4.211611;[(Decimal('47.8410194'), Decimal('-4.1710060')), (Decimal('47.8402439'), Decimal('-4.2849445'))];47.871068;-4.224293;47.867977;-4.221634
Saint-Jean-Trolimon;47.8657987;-4.2808245;[];47.870636;-4.303568;[(None, None)];47.887393;-4.315474;;
Tréguennec;47.8921850;-4.3317140;[];47.887427;-4.334018;[(None, None)];;;;
Douarnenez;48.0365987;-4.6677409;[];48.082744;-4.325157;[(Decimal('48.0367561'), Decimal('-4.6670465')), (Decimal('48.0354193'), Decimal('-4.8488392'))];48.093185;-4.339728;48.096576;-4.339942
Plomelin;;;[];47.945306;-4.146903;[(None, None)];47.917697;-4.14944;47.908062;-4.175791
Quimper;47.8581354;-3.6044201;[(Decimal('47.8509519'), Decimal('-4.0114040')), (Decimal('47.8502683'), Decimal('-4.0261676')), (Decimal('47.8483123'), Decimal('-4.0345320')), (Decimal('47.8149990'), Decimal('-3.8714576')), (Decimal('47.8218286'), Decimal('-3.8795042')), (Decimal('47.9703943'), Decimal('-4.4354322')), (Decimal('47.9834539'), Decimal('-4.4589254'))];47.984073;-4.117247;[(Decimal('47.8410194'), Decimal('-4.1710060')), (Decimal('47.7713520'), Decimal('-3.5317104')), (Decimal('47.7714397'), Decimal('-3.6095398')), (Decimal('47.8779798'), Decimal('-3.9205332')), (Decimal('47.8402439'), Decimal('-4.2849445')), (Decimal('48.0367561'), Decimal('-4.6670465')), (Decimal('47.8774501'), Decimal('-3.9204260')), (Decimal('47.9604456'), Decimal('-3.8326856')), (Decimal('47.9946982'), Decimal('-4.0922114')), (Decimal('47.9987253'), Decimal('-4.2713198')), (Decimal('47.8694696'), Decimal('-3.5530139')), (Decimal('48.0354193'), Decimal('-4.8488392'))];47.994463;-4.094637;47.99552;-4.084849
Treffiagat;47.807079;-4.259938;[];47.793294;-4.272384;[(None, None)];;;47.79463;-4.275954
Loges;47.784189;5.490081;[];;;[(None, None)];;;;
Marseillan;43.4880953;0.3164775;[(Decimal('43.3206289'), Decimal('3.5598392'))];;;[(Decimal('43.3181806'), Decimal('3.5355290'))];;;;
Saint-Hippolyte;47.3439081;6.9942263;[];;;[(None, None)];;;;
Pluneret;47.6751135;-2.9581333;[];47.67653;-2.95919;[(None, None)];47.67653;-2.95919;47.698483;-2.973544
Lampaul-Ploudalmézeau;48.5614012;-4.6558435;[];48.563986;-4.659052;[(None, None)];48.553527;-4.641403;48.553527;-4.641403
Lion-sur-Mer;49.3010184;-0.3136146;[];;;[(None, None)];;;;
Landéda;48.586454;-4.569377;[];48.587422;-4.572465;[(None, None)];48.594368;-4.572993;48.59774;-4.561323
Landunvez;48.525344;-4.752786;[];48.519999;-4.759818;[(None, None)];48.521148;-4.751281;48.52268;-4.756495
Ploudalmézeau;48.5251231;-4.5984021;[(Decimal('48.4768099'), Decimal('-4.7123573')), (Decimal('48.5606746'), Decimal('-4.7031038')), (Decimal('48.5704071'), Decimal('-4.7015905'))];48.537387;-4.668231;[(None, None)];48.553101;-4.692784;48.554724;-4.69953
Plouguin;48.5251231;-4.5984021;[];48.529282;-4.595704;[(None, None)];48.522995;-4.590665;;
Porspoder;48.5089159;-4.7658316;[];48.500245;-4.754416;[(None, None)];48.502494;-4.769769;48.484308;-4.770275
Saint-Pabu;;;[];;;[(None, None)];48.570619;-4.611682;;
Tréglonou;48.550559;-4.538962;[];48.54368;-4.550501;[(None, None)];;;48.549842;-4.540035
Saint-Martin-des-Champs;48.8814582;1.7194218;[];;;[(None, None)];48.77993;3.33801;;
Beaulieu-sur-Mer;43.705945;7.335465;[];43.703146;7.330267;[(Decimal('43.7066449'), Decimal('7.3317117'))];43.707104;7.331629;43.707411;7.334016
Èze;43.729314;7.361411;[];43.727863;7.361634;[(Decimal('43.7222004'), Decimal('7.3568809'))];;;;
Nice;43.7252272;7.2564403;[(Decimal('43.7812092'), Decimal('7.5102456')), (Decimal('43.9434372'), Decimal('7.1947915')), (Decimal('43.6871280'), Decimal('7.3226097')), (Decimal('43.9553277'), Decimal('6.8598036'))];43.700949;7.288737;[(Decimal('43.6684958'), Decimal('7.2106118')), (Decimal('43.7205284'), Decimal('7.3943381')), (Decimal('43.7222004'), Decimal('7.3568809')), (Decimal('43.7069401'), Decimal('7.3141855')), (Decimal('43.7047452'), Decimal('7.2615981')), (Decimal('43.7427854'), Decimal('7.3114604')), (Decimal('43.7642195'), Decimal('7.3388726')), (Decimal('44.1809797'), Decimal('7.1519214')), (Decimal('44.1754791'), Decimal('7.1499036')), (Decimal('44.1894589'), Decimal('7.1497645')), (Decimal('44.1755864'), Decimal('7.1495795')), (Decimal('44.1892924'), Decimal('7.1511011')), (Decimal('44.1970080'), Decimal('7.1713696')), (Decimal('44.1894198'), Decimal('7.1508296')), (Decimal('44.2030662'), Decimal('7.1525693')), (Decimal('44.1889608'), Decimal('7.1515099')), (Decimal('44.1858481'), Decimal('7.1568269')), (Decimal('44.1853230'), Decimal('7.1564870')), (Decimal('44.1807309'), Decimal('7.1630742')), (Decimal('44.1832951'), Decimal('7.1601969')), (Decimal('44.1829648'), Decimal('7.1707289')), (Decimal('44.1831430'), Decimal('7.1602377')), (Decimal('44.1775836'), Decimal('7.1765198')), (Decimal('44.1911599'), Decimal('7.1363750')), (Decimal('44.1752525'), Decimal('7.1457520')), (Decimal('44.1847195'), Decimal('7.1596018')), (Decimal('44.1930804'), Decimal('7.1326038')), (Decimal('44.1902724'), Decimal('7.1184773')), (Decimal('44.1866756'), Decimal('7.1346943')), (Decimal('44.1796456'), Decimal('7.1246284')), (Decimal('44.1728290'), Decimal('7.1292902')), (Decimal('44.1732177'), Decimal('7.1245367')), (Decimal('44.1821051'), Decimal('7.1392469')), (Decimal('44.1748338'), Decimal('7.1614340')), (Decimal('44.1716832'), Decimal('7.1611070')), (Decimal('43.7919666'), Decimal('7.3799934')), (Decimal('43.7066449'), Decimal('7.3317117')), (Decimal('43.8208014'), Decimal('7.1881859')), (Decimal('43.8708222'), Decimal('7.1973628')), (Decimal('44.2194631'), Decimal('6.9270648')), (Decimal('44.2221527'), Decimal('6.9208656')), (Decimal('44.2126714'), Decimal('6.9078072')), (Decimal('44.2387345'), Decimal('6.8830750')), (Decimal('44.1800279'), Decimal('7.1625903')), (Decimal('44.1741681'), Decimal('7.1570569')), (Decimal('43.7084426'), Decimal('7.2319363')), (Decimal('43.7747030'), Decimal('7.4931157')), (Decimal('43.7606052'), Decimal('7.4573490')), (Decimal('43.7619604'), Decimal('7.4815261')), (Decimal('43.9544796'), Decimal('6.8914749')), (Decimal('43.9435731'), Decimal('7.0392380')), (Decimal('43.9464583'), Decimal('7.0048045')), (Decimal('43.9361736'), Decimal('7.0867002')), (Decimal('43.9496371'), Decimal('6.9876830')), (Decimal('43.9536794'), Decimal('6.9309813')), (Decimal('44.2464006'), Decimal('6.9086800')), (Decimal('44.2468691'), Decimal('6.9088384')), (Decimal('44.2564763'), Decimal('6.9220927')), (Decimal('43.8878906'), Decimal('7.1892241')), (Decimal('43.7599931'), Decimal('7.3169148')), (Decimal('44.0625669'), Decimal('7.6056235')), (Decimal('44.0900602'), Decimal('7.5940687')), (Decimal('43.9966378'), Decimal('7.5516262')), (Decimal('43.7025211'), Decimal('7.3120822')), (Decimal('44.0722233'), Decimal('7.0287799')), (Decimal('43.9893065'), Decimal('7.4023293')), (Decimal('43.8574069'), Decimal('7.1965165')), (Decimal('44.0765539'), Decimal('7.0242524')), (Decimal('44.0804803'), Decimal('7.0288899')), (Decimal('44.1125214'), Decimal('7.5628813')), (Decimal('43.9440390'), Decimal('7.5163276')), (Decimal('44.2155465'), Decimal('6.9261375')), (Decimal('43.7852801'), Decimal('7.5172360')), (Decimal('43.9891595'), Decimal('7.4010522')), (Decimal('43.9883545'), Decimal('7.3998437')), (Decimal('44.0724243'), Decimal('7.0283248')), (Decimal('44.0669522'), Decimal('7.0239576')), (Decimal('43.7545718'), Decimal('7.4485727')), (Decimal('44.0655902'), Decimal('7.2269732')), (Decimal('43.9892517'), Decimal('7.4023451')), (Decimal('43.9899111'), Decimal('7.4062422')), (Decimal('43.7343809'), Decimal('7.3026146')), (Decimal('44.2226540'), Decimal('6.9224226')), (Decimal('44.2263877'), Decimal('6.9279938')), (Decimal('44.1730775'), Decimal('7.1300091')), (Decimal('43.7545430'), Decimal('7.4484487')), (Decimal('44.0731545'), Decimal('6.9412517')), (Decimal('44.0700941'), Decimal('6.9393360')), (Decimal('44.0683703'), Decimal('6.9457070')), (Decimal('44.0640568'), Decimal('6.9384724')), (Decimal('44.2202906'), Decimal('6.9225644')), (Decimal('44.2197491'), Decimal('6.9246060')), (Decimal('44.2211067'), Decimal('6.9206725')), (Decimal('44.2258467'), Decimal('6.8914728')), (Decimal('44.2342963'), Decimal('6.8784276')), (Decimal('44.2361023'), Decimal('6.9026603')), (Decimal('44.2126298'), Decimal('6.8983595')), (Decimal('44.2141490'), Decimal('6.9124538')), (Decimal('44.2455823'), Decimal('6.9087361')), (Decimal('44.2462280'), Decimal('6.9087727')), (Decimal('44.2045389'), Decimal('6.9099886')), (Decimal('44.2144368'), Decimal('6.9133251')), (Decimal('44.2077316'), Decimal('6.9280830')), (Decimal('44.2085833'), Decimal('6.9136265')), (Decimal('44.2194306'), Decimal('6.9283020')), (Decimal('44.2198969'), Decimal('6.9297300')), (Decimal('44.2202028'), Decimal('6.9260097')), (Decimal('44.2202538'), Decimal('6.9260521')), (Decimal('44.0499362'), Decimal('6.9240191')), (Decimal('44.0530902'), Decimal('6.9319439')), (Decimal('44.0605361'), Decimal('6.9209483')), (Decimal('44.0604031'), Decimal('6.9208512')), (Decimal('44.0638540'), Decimal('6.9374948')), (Decimal('44.0802721'), Decimal('6.9358801')), (Decimal('44.0827924'), Decimal('6.9318603')), (Decimal('44.0900556'), Decimal('6.9273438')), (Decimal('44.0758829'), Decimal('6.9679959')), (Decimal('44.0813735'), Decimal('6.9559866')), (Decimal('44.0830534'), Decimal('6.9313343')), (Decimal('44.0836899'), Decimal('6.9563614')), (Decimal('44.0838907'), Decimal('6.9715630')), (Decimal('44.0870236'), Decimal('6.9695308')), (Decimal('43.8397416'), Decimal('7.3519161')), (Decimal('44.1872100'), Decimal('7.1595757')), (Decimal('44.0930506'), Decimal('6.9824823')), (Decimal('44.0914878'), Decimal('6.9777215')), (Decimal('44.0930211'), Decimal('6.9826501')), (Decimal('44.0913571'), Decimal('6.9783499')), (Decimal('44.0919881'), Decimal('6.9833602')), (Decimal('44.0851692'), Decimal('6.9802876')), (Decimal('44.1762572'), Decimal('7.1554118')), (Decimal('44.2247617'), Decimal('6.9308874')), (Decimal('43.7058196'), Decimal('7.2904984')), (Decimal('44.0871091'), Decimal('6.9693518')), (Decimal('44.0875969'), Decimal('6.9407026')), (Decimal('44.2151146'), Decimal('6.8971926')), (Decimal('44.0917883'), Decimal('6.9261989')), (Decimal('44.0919118'), Decimal('6.9263444')), (Decimal('44.0806525'), Decimal('6.9558716')), (Decimal('44.0830156'), Decimal('6.9308052')), (Decimal('44.0748633'), Decimal('6.9411202')), (Decimal('44.0838506'), Decimal('6.9713547')), (Decimal('44.0878469'), Decimal('6.9407447')), (Decimal('44.0833065'), Decimal('6.9566784')), (Decimal('43.7222662'), Decimal('7.2914241')), (Decimal('44.0823624'), Decimal('7.0412324')), (Decimal('44.0823793'), Decimal('7.0407565')), (Decimal('44.0811778'), Decimal('7.0397454')), (Decimal('43.9309886'), Decimal('7.1171401')), (Decimal('43.7060398'), Decimal('7.2508200')), (Decimal('43.7102893'), Decimal('7.2556092')), (Decimal('43.7100840'), Decimal('7.2072807')), (Decimal('43.7118093'), Decimal('7.1972505')), (Decimal('43.7309638'), Decimal('7.1846239')), (Decimal('43.7444565'), Decimal('7.1858650')), (Decimal('43.7635671'), Decimal('7.2044584')), (Decimal('43.7716272'), Decimal('7.2131595')), (Decimal('43.7892380'), Decimal('7.2151911')), (Decimal('43.8467902'), Decimal('7.1973789')), (Decimal('44.0583665'), Decimal('6.9377020')), (Decimal('44.0586232'), Decimal('7.2187397')), (Decimal('44.0693823'), Decimal('7.2345985')), (Decimal('44.0695393'), Decimal('7.2346205')), (Decimal('44.0706161'), Decimal('7.2247688')), (Decimal('44.1912202'), Decimal('7.1649524')), (Decimal('44.2264233'), Decimal('6.9029543')), (Decimal('44.2156380'), Decimal('6.9298343')), (Decimal('44.2076029'), Decimal('6.9282935')), (Decimal('43.7029860'), Decimal('7.2451272')), (Decimal('44.1913575'), Decimal('7.1664483')), (Decimal('44.0700790'), Decimal('6.9393981')), (Decimal('44.0731048'), Decimal('6.9413050')), (Decimal('44.0825438'), Decimal('7.0407593')), (Decimal('44.0823359'), Decimal('7.0403040')), (Decimal('43.7089508'), Decimal('7.2596054')), (Decimal('43.7205255'), Decimal('7.1882302')), (Decimal('43.8470021'), Decimal('7.3642659')), (Decimal('43.8764203'), Decimal('7.4536189')), (Decimal('43.7679243'), Decimal('7.3668656')), (Decimal('43.8376165'), Decimal('7.1939758')), (Decimal('44.0556825'), Decimal('7.5835191')), (Decimal('44.1858658'), Decimal('7.1594111')), (Decimal('44.2362533'), Decimal('6.9027678')), (Decimal('43.7226831'), Decimal('7.2906403')), (Decimal('43.7227682'), Decimal('7.2907231'))];;;;
Saint-Laurent-du-Var;;;[];43.673423;7.187657;[(Decimal('43.6623911'), Decimal('7.1945888'))];43.661741;7.19315;;
Villefranche-sur-Mer;43.7013870;7.3110011;[(Decimal('43.6871280'), Decimal('7.3226097'))];;;[(Decimal('43.7205284'), Decimal('7.3943381')), (Decimal('43.7222004'), Decimal('7.3568809')), (Decimal('43.7069401'), Decimal('7.3141855')), (Decimal('43.7066449'), Decimal('7.3317117')), (Decimal('43.7025211'), Decimal('7.3120822'))];43.707801;7.31369;;
Marennes;45.6194062;4.9133949;[];45.62069;4.910888;[(None, None)];;;;
Beauvoir;48.5965183;-1.5041645;[];;;[(None, None)];;;;
Conteville;49.6928117;1.6371145;[];;;[(None, None)];;;;
Fleury;48.8477706;-1.2754988;[(Decimal('43.1971360'), Decimal('3.2148250')), (Decimal('43.1914356'), Decimal('3.2078971'))];;;[(None, None)];;;;
Sainte-Hélène;44.5192412;3.6032955;[];;;[(None, None)];;;;
Étaules;45.7334148;-1.1004222;[];;;[(None, None)];;;;
Bourg;45.0819782;-0.4960701;[];;;[(None, None)];;;;
Loges;;;[];;;[(None, None)];;;;
Flamanville;49.540127;-1.859359;[];49.548677;-1.866165;[(None, None)];;;49.550474;-1.861628
Moitiers-d'Allonne;49.399299;-1.796356;[];49.399299;-1.796356;[(None, None)];49.399299;-1.796356;49.404666;-1.780231
Pieux;49.507071;-1.844213;[];49.507883;-1.849869;[(None, None)];;;;
Rozel;;;[];49.475704;-1.838311;[(None, None)];;;;
Siouville-Hague;49.5584081;-1.8397713;[];49.56044;-1.8267;[(None, None)];49.568482;-1.837196;;
Surtainville;49.4584171;-1.8132860;[];49.45783;-1.794302;[(None, None)];;;;
Tréauville;49.5311356;-1.8116669;[];49.547138;-1.84916;[(None, None)];;;49.552386;-1.856243
Villeneuve;46.0216405;4.8373827;[];;;[(Decimal('45.7065555'), Decimal('7.2134691')), (Decimal('48.0975501'), Decimal('-1.6754519'))];;;;
Épine;;;[];;;[(None, None)];;;;
Vitrolles;43.4584611;5.2496686;[];;;[(Decimal('43.4412293'), Decimal('5.2371148'))];;;;
Locquénolé;48.6245884;-3.8605415;[];48.621583;-3.859555;[(None, None)];48.621745;-3.857033;48.621745;-3.857033
Carry-le-Rouet;43.335677;5.140439;[];43.329636;5.159389;[(Decimal('43.3366765'), Decimal('5.1535981'))];43.335588;5.150091;43.333447;5.158171
Martigues;43.4054122;5.0488697;[];43.336455;5.069115;[(Decimal('43.4057603'), Decimal('5.0498484')), (Decimal('43.4040551'), Decimal('5.0505803')), (Decimal('43.4031040'), Decimal('5.0585408')), (Decimal('43.4088984'), Decimal('5.0196687')), (Decimal('43.3929443'), Decimal('5.0256298')), (Decimal('43.3399417'), Decimal('5.0517193'))];;;43.411544;5.025319
Port-Saint-Louis-du-Rhône;43.3879317;4.8032082;[];43.386766;4.848993;[(Decimal('43.4195762'), Decimal('4.7478082'))];43.388585;4.802592;;
Sausset-les-Pins;43.332478;5.108844;[];43.341798;5.113519;[(Decimal('43.3329833'), Decimal('5.1100682'))];43.331976;5.109844;43.331622;5.108074
Plurien;48.6265626;-2.4013876;[];48.622423;-2.407552;[(None, None)];48.628193;-2.400601;48.621909;-2.407323
Pléneuf-Val-André;48.5573590;-2.5329618;[];48.592005;-2.537581;[(None, None)];48.581203;-2.563464;48.580243;-2.558004
Favières;48.4638889;5.9573207;[];;;[(Decimal('50.2171629'), Decimal('1.6592668'))];;;;
Caumont;44.6961182;-0.0075285;[];;;[(None, None)];;;;
Gouy;49.3544647;1.1477716;[];;;[(None, None)];50.002294;3.250043;;
Erquy;48.62875;-2.465713;[];48.619114;-2.474384;[(None, None)];48.620403;-2.47382;48.636196;-2.469592
Lanmodez;48.841804;-3.106988;[];48.841804;-3.106988;[(None, None)];48.85369;-3.094346;48.838879;-3.092431
Lézardrieux;48.8280385;-3.1842927;[];48.804908;-3.107645;[(None, None)];48.782866;-3.10935;48.788427;-3.103042
Pleubian;48.84983;-3.149227;[];48.863656;-3.109243;[(None, None)];48.859909;-3.108288;48.84394;-3.144708
Pleudaniel;48.769279;-3.142184;[];48.76004;-3.126279;[(None, None)];;;48.766762;-3.144861
Plouha;48.6635390;-2.8717165;[];48.687573;-2.931222;[(None, None)];48.670007;-2.923678;48.675451;-2.909899
Saillans;44.6978352;5.1970963;[];44.696276;5.18397;[(Decimal('44.7111906'), Decimal('5.2658699'))];44.695093;5.195967;;
Honfleur;49.4022497;0.1396860;[];49.424677;0.230753;[(None, None)];49.420784;0.237249;49.39418;0.2409
Aizier;49.4300242;0.6261490;[];;;[(None, None)];;;;
Berville-sur-Mer;;;[];49.431184;0.36085;[(None, None)];49.42697;0.362362;49.434181;0.366222
Landin;;;[];;;[(None, None)];;;;
Marais-Vernier;49.4620160;0.5260800;[];49.411285;0.460394;[(None, None)];49.414557;0.459142;49.414557;0.459142
Quillebeuf-sur-Seine;49.3903090;0.6213054;[];49.472615;0.527087;[(None, None)];49.47295;0.525487;49.469052;0.528135
Saint-Aubin-sur-Quillebeuf;49.4620160;0.5260800;[];49.450732;0.536739;[(None, None)];49.450732;0.536739;49.450732;0.536739
Saint-Samson-de-la-Roque;49.4279233;0.4301256;[];49.405645;0.428787;[(None, None)];49.436083;0.431567;49.419131;0.44738
Trouville-la-Haule;49.418508;0.577775;[];49.418586;0.579498;[(None, None)];;;49.418796;0.575836
Vieux-Port;;;[];;;[(Decimal('11.7831990'), Decimal('42.8813227'))];;;;
Saint-Gilles;43.8258684;4.2605811;[];;;[(Decimal('43.7324117'), Decimal('4.3434045')), (Decimal('43.7885662'), Decimal('4.3032442'))];;;;
Anneville-Ambourville;49.452696;0.887153;[];49.467857;0.924052;[(None, None)];49.460347;0.902166;49.452696;0.887153
Cerlangue;49.508161;0.41553;[];49.47575;0.405742;[(None, None)];;;;
Flamanville;49.63366;0.838245;[];;;[(None, None)];;;;
Gonfreville-l'Orcher;49.5027759;0.2333356;[];49.508785;0.219858;[(None, None)];49.508533;0.233506;49.511164;0.230453
Mauny;49.3800522;0.8855994;[];;;[(None, None)];;;;
Mesnil-sous-Jumièges;49.422067;0.859982;[];49.428096;0.860592;[(None, None)];49.422067;0.859982;49.422067;0.859982
Moulineaux;49.344823;0.933223;[];49.342757;0.953144;[(None, None)];;;;
