nom;latitude_mairie;longitude_mairie;beach_coordinates;latitude_plage;longitude_plage;station;latitude_gare;longitude_gare;latitude_port;longitude_port
Vains;48.6818703;-1.4126699;[];;;[(None, None)];48.676902;-1.422707;48.672579;-1.455077
Val-Saint-Père;;;[];;;[(None, None)];48.641692;-1.35359;;
Agon-Coutainville;49.0924576;-1.5392406;[];49.052741;-1.578401;[(None, None)];49.044274;-1.580856;49.039089;-1.564631
Blainville-sur-Mer;49.069327;-1.552379;[];49.069347;-1.570875;[(None, None)];49.071522;-1.585413;49.069347;-1.570875
Bréhal;48.9129536;-1.5215511;[(Decimal('48.8753080'), Decimal('-1.5743986'))];48.898498;-1.513845;[(Decimal('48.8298633'), Decimal('-1.4073765'))];48.897079;-1.512039;48.896916;-1.567485
Bréville-sur-Mer;48.8640319;-1.5560473;[(Decimal('48.8753080'), Decimal('-1.5743986'))];48.86731;-1.562905;[(None, None)];48.867655;-1.555377;;
Bricqueville-sur-Mer;48.9129536;-1.5215511;[];48.911087;-1.513342;[(None, None)];48.91581;-1.51807;48.91581;-1.51807
Dragey-Ronthon;48.71185;-1.494272;[];48.709503;-1.513845;[(None, None)];48.708107;-1.47858;48.711413;-1.495443
Granville;42.0669588;-72.8806100;[];;;[(Decimal('-33.8359746'), Decimal('151.0170660')), (Decimal('-33.8330942'), Decimal('151.0124059'))];48.841454;-1.585724;48.835799;-1.605418
Hauteville-sur-Mer;48.975945;-1.53869;[];48.970757;-1.545948;[(None, None)];48.979077;-1.559481;48.973577;-1.556391
Lingreville;48.944636;-1.556391;[];48.944995;-1.541015;[(None, None)];48.945048;-1.529299;48.945048;-1.529299
Marcey-les-Grèves;48.6974240;-1.3905478;[];48.683507;-1.385137;[(None, None)];48.696507;-1.385563;48.696507;-1.385563
Montmartin-sur-Mer;48.9943474;-1.4684522;[];48.990574;-1.532808;[(None, None)];48.988932;-1.534752;48.988932;-1.534752
Orval sur Sienne;49.005323;-1.498848;[];49.021204;-1.454348;[(None, None)];49.021069;-1.463974;49.005303;-1.4768
Regnéville-sur-Mer;49.024518;-1.521886;[];49.021036;-1.537648;[(None, None)];49.005233;-1.549675;49.009593;-1.555132
Tourville-sur-Sienne;49.0456171;-1.5452670;[];49.041562;-1.549036;[(None, None)];49.041562;-1.549036;49.041775;-1.556743
Dunkerque;51.0276640;2.3438776;[];51.048457;2.383567;[(Decimal('50.7250661'), Decimal('2.5423180')), (Decimal('51.0304157'), Decimal('2.3685474')), (Decimal('50.6968385'), Decimal('2.8290540')), (Decimal('50.8319071'), Decimal('2.2094965')), (Decimal('51.0205479'), Decimal('2.1921465')), (Decimal('50.7127915'), Decimal('2.7867302')), (Decimal('50.7875984'), Decimal('2.4601935')), (Decimal('50.8315156'), Decimal('2.4084679')), (Decimal('50.8897660'), Decimal('2.4123212')), (Decimal('51.0175188'), Decimal('2.3751331')), (Decimal('50.9787459'), Decimal('2.1233976')), (Decimal('51.0201742'), Decimal('2.1897608')), (Decimal('51.0387072'), Decimal('2.3760955')), (Decimal('50.6813149'), Decimal('2.5107521')), (Decimal('51.0023618'), Decimal('2.3120588')), (Decimal('50.7320336'), Decimal('2.3713651')), (Decimal('50.7306754'), Decimal('2.4091533')), (Decimal('50.7134992'), Decimal('2.6310647')), (Decimal('50.9689717'), Decimal('2.4256447')), (Decimal('50.9524005'), Decimal('2.1943640')), (Decimal('50.7289713'), Decimal('2.7348941')), (Decimal('50.6524494'), Decimal('2.4730423'))];51.030743;2.369893;51.039745;2.37641
Grande-Synthe;51.0210488;2.2497180;[];51.014223;2.289975;[(Decimal('51.0205479'), Decimal('2.1921465')), (Decimal('50.9787459'), Decimal('2.1233976')), (Decimal('51.0201742'), Decimal('2.1897608')), (Decimal('51.0023618'), Decimal('2.3120588')), (Decimal('50.9524005'), Decimal('2.1943640'))];51.006732;2.308411;51.007203;2.310814
Grand-Fort-Philippe;50.997753;2.109307;[];50.997484;2.106017;[(None, None)];50.997484;2.106017;50.997506;2.109887
Gravelines;;;[];50.991058;2.132934;[(Decimal('51.0205479'), Decimal('2.1921465')), (Decimal('50.9787459'), Decimal('2.1233976')), (Decimal('51.0201742'), Decimal('2.1897608'))];50.980049;2.123503;50.988376;2.122592
Loon-Plage;50.98766;2.217651;[];50.989805;2.2362;[(Decimal('51.0205479'), Decimal('2.1921465')), (Decimal('51.0201742'), Decimal('2.1897608'))];50.993876;2.229136;50.995945;2.214112
Oye-Plage;50.977722;2.042143;[];50.982483;2.036977;[(Decimal('50.9975297'), Decimal('2.0561908'))];50.974963;2.045783;50.977262;2.045328
Arromanches-les-Bains;49.3388850;-0.6224512;[];49.336422;-0.622423;[(None, None)];49.33768;-0.623426;49.335734;-0.627639
Asnelles;49.3385951;-0.5858856;[];49.341482;-0.579703;[(None, None)];;;;
Colleville-sur-Mer;;;[];49.347916;-0.849775;[(None, None)];49.347916;-0.849775;;
Commes;;;[];49.335014;-0.739082;[(None, None)];;;49.32952;-0.757755
Courseulles-sur-Mer;49.3385951;-0.5858856;[];49.332412;-0.445941;[(None, None)];;;;
Cricqueville-en-Bessin;49.3776642;-0.9987976;[];49.377317;-0.994364;[(None, None)];49.376721;-1.0011;49.376721;-1.0011
Englesqueville-la-Percée;49.3763632;-0.9508660;[];49.376776;-0.951138;[(None, None)];49.376776;-0.951138;49.376776;-0.951138
Géfosse-Fontenay;49.366473;-1.093;[];49.366473;-1.093;[(None, None)];49.368561;-1.092013;49.368561;-1.092013
Grandcamp-Maisy;49.380508;-1.056213;[];49.374461;-1.037543;[(None, None)];;;49.383722;-1.044109
Graye-sur-Mer;49.336398;-0.490233;[];;;[(None, None)];;;;
Isigny-sur-Mer;49.2070767;-1.0203258;[];49.312504;-1.100652;[(None, None)];49.319241;-1.098447;49.314383;-1.099987
Longues-sur-Mer;49.3368;-0.696962;[];;;[(None, None)];;;49.336513;-0.709445
Manvieux;49.337353;-0.656491;[];49.337353;-0.656491;[(None, None)];;;49.337353;-0.656491
Meuvaines;;;[];49.326216;-0.570009;[(None, None)];;;;
Osmanville;49.327956;-1.081273;[];49.339525;-1.099363;[(None, None)];49.323292;-1.078381;49.331059;-1.082248
Port-en-Bessin-Huppain;49.3414024;-0.7722186;[];49.349146;-0.757009;[(None, None)];49.348741;-0.758775;49.343641;-0.762775
Saint-Côme-de-Fresné;49.3330924;-0.6057651;[];49.335262;-0.606135;[(None, None)];49.331446;-0.603301;49.331446;-0.603301
Aure sur Mer;49.3303397;-0.8157952;[];49.34873;-0.817056;[(None, None)];49.346615;-0.800085;49.34777;-0.802161
Saint-Laurent-sur-Mer;;;[];;;[(None, None)];49.361897;-0.87666;49.358774;-0.877391
Saint-Marcouf;49.2531358;-0.9952043;[];;;[(None, None)];;;;
Saint-Pierre-du-Mont;43.8820960;-0.5198813;[];;;[(None, None)];;;;
Tracy-sur-Mer;49.332095;-0.646032;[];49.332095;-0.646032;[(None, None)];49.332095;-0.646032;49.33651;-0.642233
Ver-sur-Mer;;;[];49.344629;-0.512696;[(None, None)];49.344681;-0.519029;;
Vierville-sur-Mer;49.374186;-0.904358;[];49.377664;-0.904048;[(None, None)];49.371706;-0.899307;49.371706;-0.899307
Saint-Hippolyte;47.3439081;6.9942263;[];;;[(None, None)];47.320783;6.815278;47.322956;6.814426
Carentan les Marais;49.3030796;-1.2458723;[];49.291588;-1.256098;[(None, None)];49.335042;-1.187662;49.334776;-1.191497
Fours;46.8698347;3.6455036;[];;;[(Decimal('46.8578816'), Decimal('3.6452029'))];46.824364;3.722202;;
Formigny La Bataille;49.3329614;-0.8998408;[];49.336895;-0.920872;[(None, None)];49.336895;-0.920872;49.336895;-0.920872
Baubigny;46.970207;4.682555;[];;;[(None, None)];;;;
Messanges;47.1626476;4.8729736;[];;;[(None, None)];;;;
Saint-Martin-des-Champs;48.8814582;1.7194218;[];;;[(None, None)];;;;
Saint-Gilles;43.8258684;4.2605811;[];;;[(Decimal('43.7324117'), Decimal('4.3434045')), (Decimal('43.7885662'), Decimal('4.3032442'))];;;;
Chapelle-Launay;47.338534;-1.980409;[];;;[(None, None)];47.389245;-1.966589;;
Donges;47.3188197;-2.0746185;[];47.360085;-2.111259;[(Decimal('47.3150702'), Decimal('-2.0736623'))];47.317265;-2.074239;;
Baule-Escoublac;47.288754;-2.363461;[];47.279221;-2.414927;[(None, None)];47.278376;-2.419406;47.288754;-2.363461
Saint-Joachim;47.0541541;-70.8435820;[];47.339696;-2.208111;[(None, None)];47.406907;-2.200046;47.361656;-2.312788
Trignac;47.3178312;-2.1876577;[];;;[(None, None)];47.313392;-2.18386;47.323262;-2.225781
Férel;47.4824315;-2.3428114;[];47.488083;-2.33407;[(None, None)];;;47.511863;-2.307489
Marzan;47.540701;-2.326428;[];47.517973;-2.354835;[(None, None)];47.53761;-2.324039;;
Nivillac;47.517321;-2.222116;[];47.54339;-2.292027;[(None, None)];47.546604;-2.291355;47.569857;-2.275771
Péaule;;;[];47.562728;-2.289957;[(None, None)];;;;
Roche-Bernard;;;[];;;[(None, None)];;;47.518314;-2.306949
Saint-Gervais;46.7150305;-70.8861999;[];;;[(None, None)];;;;
Champagné-les-Marais;46.3807976;-1.1235240;[];46.375454;-1.133152;[(None, None)];46.384898;-1.131446;46.354385;-1.162092
Grues;46.3974697;-1.3042147;[];;;[(None, None)];;;;
Sainte-Radégonde-des-Noyers;46.3772962;-1.0592320;[];46.377937;-1.066851;[(None, None)];;;46.324447;-1.086404
Triaize;46.3935756;-1.2014354;[];46.368548;-1.22679;[(None, None)];46.395289;-1.193587;46.36101;-1.219154
Saint-Florent;46.3116763;-0.4654490;[];;;[(Decimal('42.6791809'), Decimal('9.3004042'))];;;;
Saint-Martin-des-Champs;48.8814582;1.7194218;[];;;[(None, None)];;;;
Saint-Père;47.4592317;3.7650871;[];;;[(None, None)];;;;
Saint-Hippolyte;47.3439081;6.9942263;[];;;[(None, None)];;;;
Montagne;44.9302697;-0.1291616;[];;;[(Decimal('45.4953736'), Decimal('-73.5798383')), (Decimal('45.4897865'), Decimal('-73.5863426'))];;;;
Saint-Léonard;49.7391988;0.3580122;[];;;[(Decimal('46.2515098'), Decimal('7.4195382')), (Decimal('45.5997788'), Decimal('-73.6162114'))];48.216724;6.940736;;
Brélès;48.4777626;-4.7134564;[(Decimal('48.4768099'), Decimal('-4.7123573'))];;;[(None, None)];;;;
Brest;48.5251231;-4.5984021;[(Decimal('48.4164655'), Decimal('-4.4903613')), (Decimal('48.4768099'), Decimal('-4.7123573')), (Decimal('48.6667687'), Decimal('-4.3062579')), (Decimal('48.3460547'), Decimal('-4.3309283')), (Decimal('48.6739421'), Decimal('-4.3549406')), (Decimal('48.5606746'), Decimal('-4.7031038')), (Decimal('48.5704071'), Decimal('-4.7015905')), (Decimal('48.3910965'), Decimal('-4.4087200'))];48.394436;-4.528042;[(Decimal('53.4605814'), Decimal('9.3825440')), (Decimal('48.4006459'), Decimal('-4.9593847')), (Decimal('48.3876941'), Decimal('-4.4800927')), (Decimal('48.4974519'), Decimal('-4.4302167')), (Decimal('48.4740841'), Decimal('-4.2050919')), (Decimal('48.4263770'), Decimal('-4.3072630')), (Decimal('48.4096149'), Decimal('-4.3881718')), (Decimal('48.3926243'), Decimal('-4.2855203')), (Decimal('48.4286710'), Decimal('-4.6086992')), (Decimal('48.4538255'), Decimal('-4.2564781')), (Decimal('48.5731723'), Decimal('-4.3201365')), (Decimal('48.4287101'), Decimal('-4.6077221'))];;;;
Camaret-sur-Mer;48.275951;-4.580251;[];48.271557;-4.58517;[(Decimal('48.2756872'), Decimal('-4.5912311'))];48.274372;-4.594347;48.272101;-4.613443
Conquet;48.364248;-4.769097;[];;;[(None, None)];;;48.356441;-4.764299
Crozon;48.1256231;-4.2220311;[(Decimal('48.2090393'), Decimal('-4.5522639'))];48.24031;-4.433216;[(Decimal('48.2756872'), Decimal('-4.5912311')), (Decimal('48.1250855'), Decimal('-4.2201221')), (Decimal('48.2017255'), Decimal('-4.0942853'))];48.247705;-4.49204;48.239977;-4.4858
Guipavas;48.43927;-4.398;[(Decimal('48.3910965'), Decimal('-4.4087200'))];48.428236;-4.403555;[(Decimal('48.4096149'), Decimal('-4.3881718'))];48.397447;-4.43387;48.428219;-4.403254
Île-Molène;48.3974328;-4.9568816;[];48.395755;-4.956107;[(Decimal('48.4006459'), Decimal('-4.9593847'))];;;48.396261;-4.955322
Lampaul-Plouarzel;48.448285;-4.763028;[];48.463866;-4.761515;[(None, None)];48.446365;-4.756393;48.465918;-4.757724
Lanildut;48.476618;-4.732467;[];48.474161;-4.745714;[(None, None)];48.476618;-4.732467;48.474618;-4.75995
Lanvéoc;48.286236;-4.462099;[];48.275619;-4.452772;[(None, None)];48.289109;-4.457446;48.278368;-4.495322
Locmaria-Plouzané;48.3747908;-4.6437615;[];48.371834;-4.651104;[(None, None)];;;;
Plouarzel;48.426146;-4.776796;[];48.407912;-4.777515;[(None, None)];48.443694;-4.669663;48.440042;-4.77393
Plougastel-Daoulas;48.373705;-4.369559;[];48.365532;-4.394053;[(None, None)];48.378927;-4.369302;48.327472;-4.390468
Plougonvelin;48.343108;-4.715803;[];48.353677;-4.732475;[(None, None)];;;;
Ploumoguer;48.404141;-4.726147;[];48.394943;-4.710581;[(None, None)];48.416047;-4.731968;;
Plouzané;48.379356;-4.600227;[];48.371873;-4.590113;[(None, None)];48.343667;-4.609728;48.366714;-4.58331
Roscanvel;48.3150612;-4.5469651;[];;;[(None, None)];;;48.314283;-4.546809
Trébabu;48.372645;-4.734287;[];48.369741;-4.734279;[(None, None)];48.369741;-4.734279;;
Favières;48.4638889;5.9573207;[];;;[(Decimal('50.2171629'), Decimal('1.6592668'))];48.463628;5.950319;;
Beauvoir;48.5965183;-1.5041645;[];;;[(None, None)];;;;
Champeaux;48.7389565;-1.5268231;[];;;[(None, None)];;;48.60812;2.811453
Rivière;;;[];;;[(None, None)];;;;
Antibes;43.5716096;7.1088098;[];43.553796;7.134512;[(Decimal('43.5710151'), Decimal('7.1114061')), (Decimal('43.6108843'), Decimal('7.1262561')), (Decimal('43.5857692'), Decimal('7.1192691'))];43.563464;7.131092;;
Cagnes-sur-Mer;43.6668401;7.1454940;[(Decimal('43.6510615'), Decimal('7.1533523')), (Decimal('43.6518628'), Decimal('7.1545025')), (Decimal('43.6514879'), Decimal('7.1539477')), (Decimal('43.6563897'), Decimal('7.1737914'))];43.656504;7.164054;[(Decimal('43.6605589'), Decimal('7.1671312')), (Decimal('43.6577275'), Decimal('7.1484270'))];43.658291;7.147483;43.65707;7.171431
Cannes;43.5491403;6.9815001;[(Decimal('43.5357063'), Decimal('7.0365724'))];43.550035;6.995074;[(Decimal('43.5581039'), Decimal('6.9721190')), (Decimal('43.5510948'), Decimal('7.0120284')), (Decimal('43.5468699'), Decimal('7.0141680')), (Decimal('43.5486667'), Decimal('6.9865537')), (Decimal('43.5510653'), Decimal('6.9819677')), (Decimal('43.5541560'), Decimal('7.0199539'))];;;43.5487;7.011633
Mandelieu-la-Napoule;43.5240603;6.9410949;[(Decimal('43.5029510'), Decimal('6.9545446'))];43.522677;6.941767;[(Decimal('43.5241835'), Decimal('6.9414938')), (Decimal('43.5134914'), Decimal('6.9368260')), (Decimal('43.5328968'), Decimal('6.9457741')), (Decimal('43.5331630'), Decimal('6.9462390'))];43.544471;6.933663;43.52627;6.943896
Saint-Jean-Cap-Ferrat;43.688188;7.333971;[(Decimal('43.6871280'), Decimal('7.3226097'))];43.688188;7.333971;[(None, None)];43.688188;7.333971;43.688408;7.334701
Théoule-sur-Mer;43.506418;6.94;[(Decimal('43.5029510'), Decimal('6.9545446'))];43.501587;6.938129;[(Decimal('43.5134914'), Decimal('6.9368260'))];;;43.50873;6.93907
Vallauris;43.5687119;7.0724954;[];43.577984;7.050429;[(Decimal('43.5664051'), Decimal('7.0736701'))];;;;
Villeneuve-Loubet;43.639175;7.106505;[(Decimal('43.6794713'), Decimal('7.0820383'))];43.632953;7.137415;[(Decimal('43.6292436'), Decimal('7.1340564'))];43.639175;7.106505;;
Fréjus;43.5224419;6.8728422;[];43.391313;6.728691;[(Decimal('43.4319194'), Decimal('6.7329012'))];;;43.390743;6.729817
Roquebrune-sur-Argens;43.3420145;6.6945635;[];43.426919;6.661756;[(None, None)];43.45803;6.638581;43.426919;6.661756
Saint-Raphaël;46.7943212;-70.7557845;[(Decimal('43.4106566'), Decimal('6.7922617')), (Decimal('43.4795321'), Decimal('6.9311887'))];43.421547;6.767876;[(Decimal('43.4227841'), Decimal('6.7702261')), (Decimal('43.4313633'), Decimal('6.8565322')), (Decimal('43.4163393'), Decimal('6.8082767')), (Decimal('43.4746600'), Decimal('6.9243397')), (Decimal('43.4178109'), Decimal('6.8442115')), (Decimal('43.4350044'), Decimal('6.8921035')), (Decimal('43.4240090'), Decimal('6.7695665'))];43.418071;6.807388;;
Saint-Hippolyte;47.3439081;6.9942263;[];;;[(None, None)];;;;
Saint-Léonard;49.7391988;0.3580122;[];;;[(Decimal('46.2515098'), Decimal('7.4195382')), (Decimal('45.5997788'), Decimal('-73.6162114'))];;;;
Camoël;47.48108;-2.397205;[];47.478788;-2.399904;[(None, None)];;;47.496169;-2.384778
Assérac;47.4273861;-2.3923729;[];47.446028;-2.450873;[(None, None)];47.428713;-2.387335;;
Batz-sur-Mer;47.2775012;-2.4779427;[];47.275744;-2.48099;[(None, None)];47.279747;-2.479554;;
Croisic;47.288674;-2.527517;[];47.299898;-2.528251;[(None, None)];;;47.298837;-2.541067
Guérande;47.3996542;-2.4610705;[];;;[(None, None)];;;;
Mesquer;47.3996542;-2.4610705;[];47.406894;-2.483862;[(None, None)];47.410786;-2.437915;47.409257;-2.464053
Piriac-sur-Mer;47.3793103;-2.5457476;[];47.38;-2.547654;[(None, None)];47.382617;-2.525485;47.379987;-2.545618
Pouliguen;;;[];47.274438;-2.425371;[(None, None)];47.280192;-2.430936;47.274644;-2.425311
Saint-Molf;47.388272;-2.425706;[];47.403055;-2.413033;[(None, None)];;;;
Turballe;47.345739;-2.507567;[];47.342386;-2.503923;[(None, None)];47.348239;-2.512173;47.347562;-2.510867
Ambon;47.535085;-2.544162;[(Decimal('-3.7779885'), Decimal('128.1252408'))];47.537661;-2.513028;[(Decimal('-3.6891118'), Decimal('128.1827195')), (Decimal('-3.6933722'), Decimal('128.1766127')), (Decimal('-3.6885513'), Decimal('128.1831309'))];47.553276;-2.558801;;
Arzal;47.533779;-2.400311;[];47.527651;-2.401424;[(None, None)];;;47.502714;-2.380399
Auray;47.5699253;-2.9453491;[];47.674268;-2.999262;[(Decimal('47.5679932'), Decimal('-2.9366408')), (Decimal('47.6642689'), Decimal('-2.9780792'))];;;47.665045;-2.978151
Billiers;;;[];47.521983;-2.491918;[(None, None)];;;47.517856;-2.498686
Carnac;;;[(Decimal('47.5647172'), Decimal('-3.0975466'))];47.572645;-3.067787;[(None, None)];;;;
Crach;47.613915;-2.995552;[];;;[(None, None)];;;47.619248;-2.989642
Damgan;47.520111;-2.578515;[];47.518663;-2.579895;[(None, None)];47.521477;-2.581657;47.511312;-2.620725
Erdeven;47.6415920;-3.1565152;[(Decimal('47.6175568'), Decimal('-3.1848329')), (Decimal('47.6288584'), Decimal('-3.1982318')), (Decimal('47.6110780'), Decimal('-3.1692650'))];47.637493;-3.15609;[(None, None)];47.622401;-3.16399;;
Étel;47.657476;-3.201613;[];47.659788;-3.196898;[(None, None)];;;47.657558;-3.206447
Hœdic;47.3397751;-2.8779520;[];;;[(None, None)];47.343115;-2.864394;47.342765;-2.877676
Île-d'Houat;47.3904544;-2.9556702;[];47.38928;-2.956449;[(None, None)];;;47.390954;-2.959622
Locmariaquer;47.5699253;-2.9453491;[];47.567449;-2.946458;[(Decimal('47.5679932'), Decimal('-2.9366408'))];;;47.570691;-2.945105
Muzillac;47.5538336;-2.4824129;[(Decimal('47.4958342'), Decimal('-2.4843909'))];47.550098;-2.469881;[(None, None)];47.567025;-2.509491;;
Pénestin;47.492507;-2.497001;[(Decimal('47.4958342'), Decimal('-2.4843909'))];47.475268;-2.483349;[(None, None)];;;47.492554;-2.440053
Plouharnel;47.603815;-3.117132;[(Decimal('47.5959035'), Decimal('-3.1506295')), (Decimal('47.5926912'), Decimal('-3.1486121')), (Decimal('47.5816670'), Decimal('-3.1418686')), (Decimal('47.5765510'), Decimal('-3.1400660'))];47.608453;-3.136003;[(Decimal('47.5755984'), Decimal('-3.1324467')), (Decimal('47.6045616'), Decimal('-3.1180189'))];47.60204;-3.117305;47.588848;-3.113332
Quiberon;47.3472137;-3.1570277;[(Decimal('47.6175568'), Decimal('-3.1848329')), (Decimal('47.3428410'), Decimal('-3.1472483')), (Decimal('47.2994049'), Decimal('-3.1822098')), (Decimal('47.5647172'), Decimal('-3.0975466')), (Decimal('47.6288584'), Decimal('-3.1982318')), (Decimal('47.6110780'), Decimal('-3.1692650')), (Decimal('47.5959035'), Decimal('-3.1506295')), (Decimal('47.5926912'), Decimal('-3.1486121')), (Decimal('47.5816670'), Decimal('-3.1418686')), (Decimal('47.5765510'), Decimal('-3.1400660'))];47.47945;-3.121671;[(Decimal('47.5755984'), Decimal('-3.1324467')), (Decimal('47.5208871'), Decimal('-3.1386904')), (Decimal('47.5580242'), Decimal('-3.1330890')), (Decimal('47.6524660'), Decimal('-3.0721919')), (Decimal('47.5862096'), Decimal('-3.0257021')), (Decimal('47.6045616'), Decimal('-3.1180189')), (Decimal('47.3470847'), Decimal('-3.1535660')), (Decimal('47.5369503'), Decimal('-3.1363774')), (Decimal('47.5465128'), Decimal('-3.1337184')), (Decimal('47.4854404'), Decimal('-3.1182611'))];47.485378;-3.119063;47.479078;-3.12363
Saint-Philibert;47.2058533;5.0116971;[];47.579228;-2.999458;[(Decimal('50.6521071'), Decimal('2.9742848'))];47.574852;-3.007715;47.580957;-3.01127
Saint-Pierre-Quiberon;47.5198963;-3.1311461;[];;;[(Decimal('47.5208871'), Decimal('-3.1386904')), (Decimal('47.5580242'), Decimal('-3.1330890')), (Decimal('47.5369503'), Decimal('-3.1363774')), (Decimal('47.5465128'), Decimal('-3.1337184'))];47.509594;-3.13125;47.529884;-3.145477
Trinité-sur-Mer;47.584758;-3.027923;[];;;[(None, None)];47.57257;-3.023695;47.580057;-3.025912
Bormes-les-Mimosas;43.202065;6.424999;[];43.113999;6.358044;[(Decimal('43.1206705'), Decimal('6.3633561'))];43.143745;6.339401;43.102383;6.348948
Cavalaire-sur-Mer;43.1734166;6.5315428;[];43.180534;6.537183;[(None, None)];43.172553;6.5303;43.171048;6.53425
Cogolin;43.2518310;6.5331156;[];43.262832;6.583474;[(None, None)];;;43.26725;6.57658
Croix-Valmer;43.208527;6.568348;[];43.199944;6.575645;[(None, None)];43.189587;6.604937;;
Gassin;43.228653;6.585542;[];43.255326;6.634082;[(None, None)];43.228748;6.584143;43.239417;6.566728
Grimaud;43.2745522;6.5225309;[];43.28148;6.584331;[(Decimal('43.2719796'), Decimal('6.5845769'))];;;43.269859;6.577578
Lavandou;43.139349;6.362871;[];43.151598;6.44603;[(None, None)];43.138871;6.369726;43.138349;6.371141
Londe-les-Maures;43.139041;6.23424;[];43.121168;6.244753;[(None, None)];43.135474;6.237826;43.122862;6.252036
Ramatuelle;43.2151169;6.6115119;[(Decimal('43.2352790'), Decimal('6.6630920')), (Decimal('43.1801724'), Decimal('6.6399266'))];43.24806;6.647044;[(None, None)];;;43.188217;6.647076
Sainte-Maxime;43.2151169;6.6115119;[(Decimal('43.2523380'), Decimal('6.6904120')), (Decimal('43.2352790'), Decimal('6.6630920')), (Decimal('43.1801724'), Decimal('6.6399266'))];43.30834;6.635219;[(Decimal('43.2704347'), Decimal('6.6328561')), (Decimal('43.2719796'), Decimal('6.5845769'))];;;;
Saint-Tropez;43.2151169;6.6115119;[(Decimal('43.2523380'), Decimal('6.6904120')), (Decimal('43.2352790'), Decimal('6.6630920')), (Decimal('43.1801724'), Decimal('6.6399266'))];43.273564;6.639682;[(Decimal('43.2704347'), Decimal('6.6328561'))];;;43.271592;6.636426
Rayol-Canadel-sur-Mer;43.1606332;6.4670890;[];43.156286;6.478008;[(None, None)];43.158829;6.470403;43.160086;6.469591
Boismont;50.1527458;1.6848007;[];49.404236;5.732468;[(None, None)];;;;
Saint-Gilles;43.8258684;4.2605811;[];48.154675;-1.829158;[(Decimal('43.7324117'), Decimal('4.3434045')), (Decimal('43.7885662'), Decimal('4.3032442'))];;;;
Garde;;;[];;;[(None, None)];;;;
Bellegarde;48.0350827;2.4894789;[];47.988622;2.446522;[(Decimal('46.1109056'), Decimal('5.8259584'))];;;;
Moulon;48.017225;2.590229;[];;;[(None, None)];;;;
Saint-Julien-de-Concelles;47.235427;-1.382104;[];47.235427;-1.382104;[(None, None)];47.250204;-1.382306;47.268583;-1.406337
Sainte-Luce-sur-Loire;47.25394;-1.469889;[(Decimal('47.2439678'), Decimal('-1.4745251'))];;;[(None, None)];47.250815;-1.470214;47.261863;-1.471932
Saint-Sébastien-sur-Loire;47.1982371;-1.4313453;[];47.207733;-1.50877;[(Decimal('47.1904456'), Decimal('-1.4956837')), (Decimal('47.2068980'), Decimal('-1.5109800'))];47.206176;-1.506025;;
Touquet-Paris-Plage;50.512202;1.603514;[];50.512202;1.603514;[(None, None)];50.512202;1.603514;50.512202;1.603514
Fleury;48.8477706;-1.2754988;[(Decimal('43.1971360'), Decimal('3.2148250')), (Decimal('43.1914356'), Decimal('3.2078971'))];;;[(None, None)];;;;
Basse-Goulaine;47.20635;-1.458517;[];47.192869;-1.466952;[(None, None)];47.210182;-1.468957;47.215293;-1.47785
Rezé;47.164094;-1.542102;[];;;[(Decimal('47.1932254'), Decimal('-1.5493838'))];47.194017;-1.549019;47.193309;-1.583987
Vertou;47.17701;-1.504563;[];47.153779;-1.467552;[(Decimal('47.1615433'), Decimal('-1.3922123'))];47.181141;-1.475403;47.180337;-1.510817
Barneville-Carteret;49.3722328;-1.7398441;[];49.371917;-1.775128;[(Decimal('49.3802086'), Decimal('-1.7636473')), (Decimal('49.3374458'), Decimal('-1.6924045')), (Decimal('49.3623334'), Decimal('-1.7328742')), (Decimal('49.3762649'), Decimal('-1.7568367')), (Decimal('49.3801073'), Decimal('-1.7842443'))];49.373442;-1.806451;49.373244;-1.790283
Beauvoir;48.5965183;-1.5041645;[];;;[(None, None)];;;;
Bretteville-sur-Ay;49.2604929;-1.6317147;[];49.237797;-1.650244;[(None, None)];;;;
Céaux;48.6315608;-1.3873185;[];;;[(None, None)];;;48.643198;-1.396079
Courtils;48.6270183;-1.4102827;[];48.629477;-1.428611;[(None, None)];;;;
Créances;49.2604929;-1.6317147;[];49.193708;-1.604539;[(None, None)];;;49.200866;-1.584252
Haye;49.295483;-1.554349;[];;;[(None, None)];49.295301;-1.550161;;
Huisnes-sur-Mer;48.6087680;-1.4520061;[];48.609326;-1.450325;[(None, None)];48.610223;-1.456777;48.609326;-1.450325
Lessay;49.2604929;-1.6317147;[];49.22443;-1.525736;[(None, None)];49.21776;-1.530821;;
Mont-Saint-Michel;46.7807775;-75.3354834;[];;;[(None, None)];;;;
Pirou;49.171128;-1.591729;[];49.166715;-1.592839;[(None, None)];;;49.180792;-1.575179
Poilley;48.6184543;-1.3101591;[];48.611648;-1.320136;[(None, None)];;;;
Pontorson;48.6315608;-1.3873185;[];;;[(None, None)];48.552847;-1.50494;48.549019;-1.516421
Portbail;49.357725;-1.714963;[];49.327629;-1.720991;[(Decimal('49.3374458'), Decimal('-1.6924045'))];;;49.341183;-1.687681
Quinéville;49.5120045;-1.2962108;[];49.514964;-1.288004;[(None, None)];;;49.515496;-1.289838
Saint-Georges-de-la-Rivière;;;[];;;[(Decimal('49.3623334'), Decimal('-1.7328742'))];49.364839;-1.728845;;
