nom;geometry;Population;latitude_centre;longitude_centre;latitude_mairie;longitude_mairie;beach_coordinates;station;latitude_port;longitude_port
Groix;POLYGON ((218163.33816190594 6744006.02497873, 218074.3486983243 6744042.260212709, 217826.90805832547 6744418.017313301, 217662.80880290584 6744549.560610231, 217552.2989389742 6744460.487628985, 217381.66843746626 6744456.581519707, 217333.84977172886 6744692.339341472, 217255.0587648549 6744733.328829422, 217202.14962302835 6744952.784152972, 216952.75539836392 6745054.532875069, 216832.0268748945 6745006.436891427, 216820.98386154772 6744871.347439514, 216650.3275556428 6744673.508984359, 216495.05821973883 6744663.913868226, 216334.38468742114 6744505.395834773, 216043.65494580573 6744562.632440699, 215788.73086362495 6744449.745091148, 215643.75092414167 6744510.669879813, 215483.20800924813 6744326.523893082, 215298.9603774164 6744414.08468123, 215108.16696915933 6744274.787341538, 214914.19828998618 6744436.728937319, 214979.73113696557 6744610.820601111, 214627.17993540474 6744823.688399455, 214340.2675888217 6745101.413449917, 214139.8760721464 6745147.980551462, 213940.10292400816 6745128.734477878, 213806.8739679217 6745304.673385022, 213667.29643525125 6745265.9936842, 213382.96755916695 6745373.002360156, 213468.3037978803 6745448.467849587, 213661.1051914094 6745785.972446181, 213196.13299219246 6745739.533970894, 212981.67621748394 6745816.284873975, 212678.99158359086 6746138.877095009, 212451.12639196776 6746290.329155474, 212412.6489782766 6746499.735454893, 212019.9980627133 6746708.282065712, 211871.20905285026 6746904.509593144, 211891.6463659284 6746978.626083053, 211663.0266815829 6747111.224310753, 211604.80956445215 6747345.681519293, 211427.0842130654 6747583.332958166, 211565.28160520183 6747906.342197691, 211680.70117293147 6748045.067339503, 211910.0335968745 6748012.737809063, 212315.23233329924 6748039.471971624, 212426.14249911415 6748178.582349455, 212590.7711852698 6748192.866279535, 213069.88580856787 6748138.863091758, 213144.7901769486 6748088.098874273, 213739.35024277092 6748009.031263614, 213916.18280546617 6747741.429887664, 214066.25046317326 6747661.084954408, 214216.19476103364 6747679.966732326, 214599.18452524778 6747482.391352584, 214798.90524723136 6747529.526064268, 214919.0178806954 6747469.4999774415, 215138.82532922993 6747522.799885024, 215317.24522600096 6747365.4748959085, 215565.00346571545 6747079.851120146, 215929.18478426652 6746992.038265726, 216057.640822578 6746895.682756754, 216357.8213182483 6746863.301745698, 216461.09855221218 6746707.707863432, 216822.18306014378 6746775.149645212, 217201.14156773553 6746766.467578287, 217613.8745800447 6746553.293618953, 217763.63561236882 6746606.836288504, 217822.72160154337 6746416.976808568, 217951.79948441678 6746346.25290577, 218208.8102487116 6746024.330009445, 218248.79092617327 6745914.061801627, 218664.86409260123 6745555.790504901, 218772.66422099993 6745325.193707798, 218454.6488726993 6744852.839711972, 218488.15904096747 6744598.195723904, 218341.65749757242 6744474.142468091, 218215.26805634052 6744254.821317743, 218163.33816190594 6744006.02497873));2282;6746174.168725881;215110.11286834662;47.6385240;-3.4549219;[(47.6229851, -3.456117), (47.6490553, -3.4790716)];[(47.6442497, -3.4466221), (47.6441348, -3.4466186)];;
Hézo;POLYGON ((273116.2154485897 6736441.219502857, 272933.9334201677 6736107.961019053, 273263.80311763636 6736105.334658571, 273553.24898274505 6736033.239016978, 273790.28195870324 6735735.481226634, 274144.08221652237 6735677.718433555, 274494.87860992935 6735724.892692294, 274959.2129267531 6735737.202541839, 275018.94863627496 6735656.060379057, 274590.08837372495 6735214.60198163, 274319.00239003444 6735081.493086224, 273969.1251338504 6734995.276467552, 273888.05202811264 6734926.484251002, 273543.85624252754 6734908.940411274, 273287.8071627472 6734775.906897, 273162.7146661519 6734797.1758055985, 272756.74346458004 6734654.924851703, 272694.8820433124 6734340.830077488, 272837.23589039966 6734015.342638328, 272696.9999435797 6734025.460426127, 272475.66174491635 6733883.270843292, 272425.1544909626 6733778.874817433, 272008.9657119815 6734226.6327992575, 271727.1548438335 6734603.441963286, 271362.1882342347 6734913.886354202, 271204.1661884312 6734917.531665986, 271197.9150556077 6735070.583889336, 271377.0780215056 6735161.199809616, 271548.61753797735 6735354.847797789, 271556.3731458009 6735649.460279522, 271352.2539840363 6735765.598384111, 271474.03268583183 6735969.530314625, 271449.7851130703 6736155.073877099, 271510.73549678613 6736278.756405953, 271735.8201487833 6736223.481973072, 271676.7595980315 6736438.276055125, 271833.06754120666 6736526.1013971185, 272078.26967578015 6736509.483260431, 272203.8609462232 6736099.4155633245, 272267.2141403435 6736423.425671004, 272362.6415529346 6736596.975760266, 272561.8493290674 6736475.6565649435, 272741.86661079683 6736453.748915429, 273116.2154485897 6736441.219502857));865;6735366.81224695;272729.36427963554;;;[];[];;
Île-aux-Moines;MULTIPOLYGON (((259772.02250969084 6734065.502904257, 259688.92468074447 6734296.712080651, 259730.74663370108 6734595.500377996, 259681.20464274648 6735166.2196559, 259847.85629908746 6735410.051924484, 259844.3194210747 6735555.137433514, 259966.35139265738 6735847.964849957, 260038.7966464312 6736163.418018192, 260130.14142196212 6736286.969917802, 260142.19661620556 6736601.342148506, 260255.78068255243 6737095.3265430555, 260214.38141618244 6737400.303493346, 260309.1775191173 6737458.987384375, 260482.05301332055 6737828.256325861, 260653.2367573583 6737931.403284438, 260710.84980559134 6738301.438199516, 260532.7180427921 6738632.163134956, 260698.3586883577 6738579.757996315, 260786.08002387587 6738340.4147030525, 260905.1329894928 6738259.167662688, 261105.67753877194 6738372.402010608, 261420.0880079221 6738913.896727057, 261595.82408133923 6738997.792251286, 261711.9167081188 6739191.942222736, 261860.83450713858 6739046.11654454, 261759.0853298871 6738831.963323697, 261620.38490726857 6738363.211909702, 261495.0661795003 6738298.972525353, 261398.21216617862 6738080.005682395, 261530.72317736107 6737803.936798339, 261464.6521583912 6737685.177316563, 261657.62421255035 6737492.639451245, 261858.05382210517 6737492.279532238, 261969.34392299922 6737601.011686977, 262104.14360983158 6737609.973857202, 262372.2175293957 6737372.914614456, 262656.20341299806 6737279.512430148, 262678.8176678343 6737045.017141341, 262563.32507795637 6736971.116570288, 262410.195467498 6737162.903229176, 262086.16625829693 6737244.797743892, 261876.15814529423 6737166.764262594, 261659.1805801895 6736984.53758152, 261515.72961780155 6737184.544626465, 261106.9650012359 6737322.90265258, 260977.08340259036 6737299.115484053, 260744.98214672093 6737055.657282725, 260561.74286565615 6736638.134492131, 260504.83111218084 6736399.504334724, 260527.71794449864 6736149.37968187, 260596.75623804057 6735982.722676065, 260404.96028350428 6735775.27358599, 260200.14307958836 6735676.856794254, 260167.91015360522 6735486.526769608, 260362.00254253263 6735389.673084076, 260310.66415194754 6735236.409983161, 260328.6725567027 6734950.999845227, 260467.82152009523 6734834.837493697, 260642.68469048152 6734834.113079408, 260626.23499644536 6734703.88120774, 260427.27177032368 6734725.333107488, 260197.12771039392 6734682.267185551, 259947.95483710535 6734768.735695855, 259832.08983861248 6734650.350486865, 259920.0179574542 6734514.588986092, 259878.80297269992 6734294.849857643, 259932.89261434542 6734180.542634637, 259772.02250969084 6734065.502904257)), ((259203.03419254732 6735973.823895293, 259169.137766472 6736085.523182183, 259305.21922689432 6736222.442766707, 259394.32947638887 6736123.344762134, 259203.03419254732 6735973.823895293)));628;6736919.348265134;260801.95113775673;47.5970583;-2.8456461;[];[(47.6013417, -2.851992)];;
Île-d'Arz;MULTIPOLYGON (((263667.9727713147 6735823.505123017, 263444.0403450875 6735914.651071167, 263547.1160615177 6736228.988772096, 263413.76229426404 6736474.985900571, 263628.74768662144 6736508.14772443, 263855.1896019014 6736676.3775916705, 264035.2845037122 6736645.28628618, 264101.3412012679 6736744.0203805715, 263643.0897389319 6736958.250657245, 263525.0560743055 6737217.599383447, 263821.19532428053 6737370.661262438, 263906.2971405094 6737369.9596914165, 264122.0970981902 6737557.919352067, 264367.7604569332 6737701.356701259, 264458.96119573625 6737845.03001198, 264618.6736937964 6737834.391487003, 264884.922649892 6738001.955456977, 264943.052395832 6738300.680573651, 264900.34291520034 6738611.276433717, 265005.80587072636 6738775.073590558, 265115.6792805397 6738783.706468215, 265185.2885232922 6738623.7491918085, 265033.0270694218 6738315.231446227, 265186.8001326471 6738213.698826128, 265341.98926453135 6738213.43712293, 265470.2131458255 6738061.433063078, 265530.8238925662 6737532.308915752, 265334.8110794815 6737438.648329195, 265094.60030330444 6737430.674614091, 264933.70620556915 6737292.115398042, 264903.0928137283 6737121.701828917, 264586.98216203874 6737024.64088067, 264515.8957761331 6736795.9382128185, 264345.09911504894 6736687.084904423, 264150.93986699585 6736168.902576269, 263890.692538203 6736155.765252113, 263834.1808382912 6735961.642423912, 263667.9727713147 6735823.505123017)), ((265362.23159744486 6734609.432899613, 265268.3764932351 6734686.501508108, 265093.2451412137 6734652.577113882, 264983.77583018556 6734753.076377903, 264740.2077232215 6734844.497480097, 264674.90506166953 6734940.642491676, 264773.0847077731 6735209.684314615, 264912.6651790053 6735324.187385595, 264860.28646835865 6735514.0669113565, 264991.0385698194 6735672.664401399, 264957.90983331733 6735857.787064846, 265092.68766712805 6735896.897656408, 265024.6678831817 6735586.647042582, 265110.03023042204 6735496.8294620905, 265418.33284315886 6735383.960224724, 265411.5974851303 6735189.514530187, 265160.9916563668 6735072.014163932, 265134.9283513056 6734922.431876468, 265362.23159744486 6734609.432899613)), ((266171.8012022848 6736541.776824091, 266058.1049296535 6736553.452924504, 265933.69271238305 6736778.680532458, 265964.810951002 6736884.451218165, 265761.7993825274 6737065.320475141, 265731.2372850348 6736926.091275312, 265516.11475149845 6736941.87928309, 265778.9975012193 6737320.267209373, 265903.9484640824 6737338.949699593, 266078.124882426 6737258.225961108, 266227.85356623016 6737296.263618377, 266393.2653483425 6737229.5592166865, 266261.81223121705 6737081.011549654, 266164.1441641707 6736807.456189875, 266171.8012022848 6736541.776824091)), ((265160.82133659784 6733837.779055152, 265066.7922582177 6733912.634735652, 264836.93426309526 6733955.142377342, 264629.90764729 6734246.618558713, 264804.66401700524 6734264.962611261, 264938.01444949716 6734089.185862719, 265223.2804504045 6734041.4993789345, 265160.82133659784 6733837.779055152)), ((263832.94832283456 6737591.476671026, 263669.1293988637 6737791.815511734, 263581.35222676996 6738042.2506091995, 263626.80461720645 6738106.851727206, 263899.8718431479 6737834.961869082, 263832.94832283456 6737591.476671026)), ((264279.2163259522 6738995.632968535, 264214.9480922524 6739166.349657904, 264434.8116994558 6739154.615287758, 264575.0477114296 6739227.841262072, 264589.3476671181 6739022.93092412, 264408.9679508812 6739069.627494084, 264279.2163259522 6738995.632968535)), ((267249.9126895776 6736908.428144294, 267140.61929028167 6737093.5352150295, 267325.9567593537 6737103.37571512, 267249.9126895776 6736908.428144294)));287;6736869.622811311;264706.83745866973;;;[];[];;
Séné;MULTIPOLYGON (((269021.21590138116 6740896.221453843, 268882.1980516523 6741106.860463994, 268884.9648546552 6741361.749529813, 268960.83830020233 6741555.613416111, 268773.7441371104 6741922.370879321, 268775.32622956345 6742036.991274008, 268897.0130617371 6742280.983117027, 269085.6357507736 6742234.930700166, 269369.0658696226 6742611.958177834, 269750.24574539886 6742718.995635795, 269679.9863319466 6743284.417140369, 269716.77068598184 6743603.667463243, 269523.203482584 6743684.595099145, 269624.37632720894 6743854.345409823, 269848.0131867596 6743752.295805127, 270013.87299495126 6743890.611182842, 270219.83490257774 6743949.153780954, 270298.6921074311 6743874.3576271515, 270539.0977916726 6743961.597615705, 270673.94822572975 6743880.5114647485, 270809.0513662811 6743968.726814209, 270858.0547064545 6743793.625095078, 271002.40491560794 6743708.5157131795, 271159.67239317094 6743417.512373946, 271349.2342190818 6743384.829044871, 271505.08831744915 6743489.378186167, 271748.6616386786 6743381.50305388, 271702.0158665302 6743153.189017071, 271667.14202662447 6743097.792150297, 271515.6725114538 6743064.210930052, 271483.2620215619 6742700.083708511, 271577.1760850444 6742479.4084134605, 271716.1672217891 6742392.480437153, 271689.09609218675 6742153.83823749, 271592.8841077077 6741979.241508627, 271833.8015469515 6741552.993016675, 271589.1008710672 6741490.513194877, 271354.78282850207 6741592.148138731, 271197.03080116416 6741430.928846114, 271111.6775067366 6741198.74239788, 271170.1923323417 6740998.452643278, 271343.3745931884 6740832.180846264, 271633.7433692357 6740880.205835777, 271720.9603256208 6740628.833484365, 271855.0821755956 6740453.154237386, 272069.6762632253 6740432.056191258, 272032.0565846223 6740161.875818658, 271877.2004120742 6740124.070277873, 271808.2449466971 6740263.841695753, 271557.76735557924 6740226.283641184, 271413.12853031064 6740132.05540023, 271333.7751253586 6740242.511314734, 271434.7521571424 6740482.479247973, 271280.86856578774 6740582.742282821, 271110.8740867516 6740543.826484255, 270934.13584206416 6740245.8656467525, 270925.97200053214 6739925.654814926, 271009.7856298931 6739731.327754611, 271184.75138513674 6739724.212178362, 271266.04416843347 6739858.6707182145, 271705.2000171927 6739870.301660722, 271852.69894976873 6739619.025562793, 272017.21858841606 6739477.911123105, 272113.6840671438 6739687.026263909, 272252.1965542563 6739561.166170024, 272189.89242192626 6739251.557541624, 272327.92423294066 6739035.511247956, 272465.2420095522 6738694.767174117, 272303.956041513 6738505.926340872, 272043.092716298 6738377.756212903, 271957.63627309387 6738393.962246448, 271816.18957506644 6738729.448436853, 271658.3657610209 6738911.295638118, 271670.76119161193 6739311.396340385, 271543.1141670711 6739576.833199679, 271304.327908073 6739638.687312623, 271181.90300786786 6739414.756460269, 270876.20231106284 6739312.165905501, 270905.0851497002 6739087.292204114, 271083.9493650431 6739060.956134496, 271158.0713336842 6738919.688662128, 271416.9577860283 6738822.958289252, 271309.78008096654 6738528.85968075, 271377.3626696954 6738224.329239716, 271207.330973972 6738175.384218749, 271134.7704353089 6737881.007789252, 271413.1938657494 6737689.299352014, 271748.6595961693 6737921.204996717, 271874.02719838155 6737925.500214357, 271797.183353287 6737686.007861459, 271286.2209870123 6737444.531864225, 271068.84133038955 6737251.987213035, 271012.8138974311 6737123.496265033, 271172.146603326 6736951.551221779, 270666.64987934096 6736911.339971775, 270599.76348367264 6736695.643218434, 270389.89917542506 6736638.469438028, 270431.14452936145 6736822.608672766, 270596.69536566845 6736850.695611987, 270654.34949286917 6737126.0980102755, 270574.8031015013 6737265.535459323, 270698.09637087135 6737625.287135803, 270506.65720145724 6738091.417478307, 270151.9209088102 6738123.858294161, 269976.18173924636 6737986.250227597, 269811.953339794 6738007.0979280975, 269908.1119856228 6738210.635564092, 269785.28097849916 6738396.675180887, 269548.29029568564 6738214.521200086, 269460.2253496574 6738453.734781236, 269290.2374286713 6738415.979776822, 269363.6740883469 6738234.637160771, 269641.8029569471 6737998.305523367, 269738.6947163914 6737662.659005903, 269648.7271129557 6737648.036612422, 269425.91870059806 6737930.46668519, 269099.33509934135 6738277.272489678, 269026.2527787597 6738453.023639038, 268850.7404386934 6738463.581788303, 268762.30026314914 6738624.861269877, 268548.9568891929 6738767.401025705, 268391.01551242877 6739008.388763062, 268245.86832147936 6739073.56135708, 268126.3537009901 6739025.473608878, 267972.8692832292 6739296.225356086, 267819.25101093325 6739317.470450008, 267801.33801118535 6739567.186912868, 267600.7086287635 6739584.075261131, 267492.0523149494 6739684.475090226, 267346.0526066038 6739521.375560932, 267137.0684521414 6739681.475709849, 266917.90329049865 6739774.378469053, 266739.74258373806 6739974.568026085, 266579.8075521586 6740001.879203738, 266350.688049327 6740133.408489693, 266283.32900200755 6740334.40409528, 266285.0110463462 6740603.859883067, 266395.87641568144 6740688.190699159, 266417.32859917264 6740837.003196533, 266632.29113775765 6740831.274939379, 267273.2640829731 6740431.224210836, 267433.719833023 6740514.173789065, 267766.00382835686 6740196.916564935, 267934.60263557365 6740164.548708217, 267992.830421507 6739899.634574535, 268321.77459187247 6739773.140175866, 268443.1107263467 6739856.743771998, 268743.2319996214 6739933.996949954, 268752.29904776503 6739748.424150597, 268968.89712857205 6739402.917900504, 269378.0422038973 6739384.262619894, 269641.92594312056 6739232.505877709, 269743.0233652102 6739421.201117829, 269331.2244979005 6739724.073488058, 269147.8001135403 6739935.707390329, 269064.9750857994 6740235.816231256, 268981.2146871655 6740326.577166135, 268983.26845710556 6740561.466159217, 269189.0573017243 6740750.322786404, 269021.21590138116 6740896.221453843)), ((268083.98730443575 6738166.386063559, 267811.62458018755 6738542.729823515, 267623.87712708034 6738674.523086335, 267408.3728407253 6738581.109022652, 267143.7977080049 6738712.96596164, 266879.75541553774 6738790.213277164, 266822.84569791454 6739165.3237811765, 266983.1709091952 6739163.613146198, 267132.2280160911 6739007.893092823, 267276.6821112062 6739077.530157955, 267484.9242491613 6738845.085521395, 267654.2123087212 6738739.142497378, 267853.6324706755 6738756.878271185, 268012.6980315878 6738686.224563592, 268165.2663813477 6738309.719937931, 268083.98730443575 6738166.386063559)), ((270046.2488970617 6736731.369553435, 269792.9353909165 6736968.099319245, 269956.2090940939 6737275.92134209, 270258.1790073913 6737024.525677815, 270298.2700434093 6736943.642639251, 270221.27839336125 6736734.252262196, 270046.2488970617 6736731.369553435)), ((266595.9595756074 6739461.541776434, 266500.595757851 6739537.593869383, 266277.29038778937 6739574.012012818, 265873.68152071495 6739811.926937244, 265975.04681521497 6739961.5581001025, 266187.7822478266 6739729.845394165, 266577.97358744405 6739688.992061204, 266595.9595756074 6739461.541776434)), ((270273.05955361464 6737592.643552981, 270113.8458492329 6737734.532491426, 270305.2368981727 6737807.516266063, 270273.05955361464 6737592.643552981)));8944;6740441.342622195;269962.863439792;47.5414430;-2.8169881;[(47.5622618, -2.9066667), (47.543836, -2.839515)];[];;
Surzur;POLYGON ((272425.1544909626 6733778.874817433, 272475.66174491635 6733883.270843292, 272696.9999435797 6734025.460426127, 272837.23589039966 6734015.342638328, 272694.8820433124 6734340.830077488, 272756.74346458004 6734654.924851703, 273162.7146661519 6734797.1758055985, 273287.8071627472 6734775.906897, 273543.85624252754 6734908.940411274, 273888.05202811264 6734926.484251002, 273969.1251338504 6734995.276467552, 274319.00239003444 6735081.493086224, 274590.08837372495 6735214.60198163, 275018.94863627496 6735656.060379057, 274959.2129267531 6735737.202541839, 274494.87860992935 6735724.892692294, 274144.08221652237 6735677.718433555, 273790.28195870324 6735735.481226634, 273553.24898274505 6736033.239016978, 273263.80311763636 6736105.334658571, 272933.9334201677 6736107.961019053, 273116.2154485897 6736441.219502857, 273366.11480409856 6736468.869999674, 273693.0704104625 6736645.804556488, 273942.6696236857 6736659.020225501, 274138.83635904896 6736872.125753908, 274154.99034646427 6737002.396320923, 274341.81133552257 6737190.561824415, 274635.70920386375 6737118.195459963, 274809.02984844317 6737506.720674277, 275381.0442549235 6737247.342097439, 275632.7032999325 6737499.9504302265, 276445.7915180657 6737892.796748819, 276566.75005110126 6738056.78143808, 276752.0423808001 6738130.402913094, 276936.8350321696 6738133.895643779, 277399.20300396765 6738374.852921551, 277663.00839944114 6738282.507405274, 278014.0681448571 6738494.700267641, 278076.32441005396 6738649.533601532, 278236.1728003041 6738662.640871262, 278339.0903097733 6738437.002355477, 278360.64278513513 6738136.970577149, 278620.80432686524 6738109.528676301, 278830.36402504134 6737974.321276503, 279050.1378494043 6738056.6963227065, 279342.0439049741 6737755.267075719, 279451.21100537066 6737563.735634731, 279433.92972115515 6737288.748282562, 279328.60684027185 6737269.503110053, 279341.7322072327 6737030.2231070455, 279621.169538948 6736923.495161312, 280005.0123322269 6736939.681673504, 280128.89008796285 6736763.828577248, 280328.8279426905 6736757.445078223, 280603.837657826 6736874.943797583, 280853.8782760309 6736852.776461568, 280895.27466487343 6737022.476311503, 281207.6079908541 6736709.680196827, 281450.9951476175 6736593.341390838, 281648.2426850091 6736762.049965762, 282440.09914665384 6736550.211829075, 282701.12040683994 6736587.490108362, 282368.99555539887 6736385.9415621245, 282227.90445496223 6736212.132637453, 282147.69223403104 6736217.794302677, 282011.2707043814 6736003.566053194, 282108.6560049807 6735792.878143411, 282004.02892065974 6735708.939147365, 282017.926180585 6735564.2870136555, 281764.72216113686 6735222.435124746, 281580.12165703444 6735233.25132568, 281524.23674928444 6735028.933505918, 281378.80999931856 6735050.351608272, 281192.7894195329 6734966.612458129, 281161.756954042 6734751.629509065, 280994.7636403058 6734542.92533462, 280774.90735475044 6734535.09911227, 280623.35409082996 6734257.373114284, 280637.06096455915 6734131.66380476, 280460.6097878315 6734002.71803233, 280554.9758784758 6733717.599041178, 280680.832593294 6733568.355636546, 280570.1071461933 6733207.551096359, 280756.7886098797 6732927.038206856, 280607.80065668473 6732760.5033729905, 280254.16125775536 6732982.685848805, 280134.9323696632 6732906.493044271, 280204.7903798857 6732626.448841445, 280144.7026387521 6732416.871072716, 280249.62404019304 6731950.578029189, 280144.1588922428 6731866.726375813, 280182.7826012363 6731741.478814969, 280363.29611231637 6731756.531966905, 280472.1048016469 6731685.342834779, 280498.86705924006 6731264.687854296, 280386.28374924464 6730920.724762458, 280393.99485502724 6730720.82269845, 280112.76402238663 6730572.574252499, 280102.81683068594 6730464.134399258, 279892.28819952864 6730345.410753701, 279802.0334981422 6730380.7674565455, 279788.8293452699 6730641.202096375, 279514.7511793181 6730668.442772292, 279424.72720095085 6730749.452396149, 279299.10933219 6730594.651856437, 279489.3138494481 6730554.420080411, 279500.2905820857 6730305.279362898, 279646.3604933275 6730238.115004025, 279724.9619271442 6730102.233600998, 279558.7177735854 6730012.677915638, 279492.318402646 6729789.075595766, 279247.1174448346 6729660.582150191, 278870.7544267151 6729597.104209165, 278685.60849581513 6729475.502489171, 278532.20052094164 6729662.381378162, 278463.922417159 6729826.5025537675, 278605.10274475435 6729955.6785023175, 278636.1868779913 6730180.670759612, 278366.7818302236 6730263.317953819, 278252.2183799203 6730169.006626056, 278092.9569028058 6730389.728755053, 278263.8805028552 6730438.81657135, 278220.34287216613 6730611.2051082, 278042.0215666104 6730849.993160042, 277793.70161199284 6731026.950507631, 277921.8040928157 6731089.1031096615, 278051.9070316207 6731380.548985693, 277886.1762866455 6731583.921483448, 277752.8357676061 6731839.565005149, 277838.003620869 6731902.547935517, 277953.1734396554 6732492.430387828, 278030.83039012435 6732492.466323109, 278196.00698624935 6732673.381597371, 278241.6343534886 6732911.818259503, 278407.7102845054 6732967.933513137, 278611.73061095434 6733324.295304329, 278501.9760719681 6733561.540284764, 278416.33303552325 6733332.6328556305, 278235.8182728518 6733306.504050875, 278149.64740378316 6733186.786158137, 278039.74916583305 6732829.300694616, 277957.16163942416 6732791.748327326, 277774.2260972469 6732932.869733059, 277759.00853984756 6732412.712464161, 277694.84530327306 6732221.264285761, 277692.03400586866 6731980.891958988, 277541.0904678505 6732010.588960535, 277406.8293997815 6731777.364877842, 277498.06383038516 6731502.440346197, 277713.81715864077 6731397.956280609, 277611.3051731015 6731292.7746686, 277395.9738715329 6731244.646747455, 277336.8663897573 6731335.736854666, 277379.25878965505 6731644.566258396, 277129.7221103532 6731761.499027053, 276955.30010753317 6731652.551674007, 277097.89679209184 6731431.868218288, 277025.812859886 6731277.745735641, 277148.69066860323 6731182.100377891, 277167.9849582662 6731019.227558078, 277539.9763664463 6730905.817533325, 277456.9591680861 6730714.602428451, 277518.7570788112 6730449.57661086, 277832.1455360002 6730222.309334066, 277751.14604230836 6730027.605800745, 277142.273168053 6730077.707218813, 277185.03323063033 6729863.042123601, 277434.22096149466 6729750.598332085, 277162.8221175767 6729657.468366259, 277056.6010317201 6729553.672915065, 276938.71193616383 6729730.265340841, 276976.2561646443 6729939.199272693, 276599.0911493358 6729907.106999457, 276491.6760462797 6730008.339288004, 276567.7817701809 6730207.8333239695, 276293.65040676453 6730245.249576495, 276216.6364369278 6730085.919076425, 275604.67507913586 6730324.628574243, 275730.6435041924 6730503.836051551, 275691.6300996913 6730643.624671777, 275458.31443967216 6730671.475699888, 275395.93535972555 6730516.674608421, 275281.147728321 6730472.55375054, 275147.81151422014 6730653.636093135, 275229.7134960617 6730922.869257052, 274987.26491267927 6731159.673573449, 274835.8042840117 6731045.796168462, 274707.38672268897 6731137.434073549, 274813.0225754356 6731295.8073403, 274725.1217642041 6731531.558885726, 274856.8235717681 6731790.530914384, 274763.114805574 6731850.719353911, 274602.0144849574 6731707.467769513, 274336.64307205344 6731739.895824811, 274365.8156760881 6731589.663808833, 274508.75505142205 6731364.43200405, 274307.95158666524 6731225.152826077, 274189.13167134597 6731366.234377862, 273918.9095958045 6731247.550929825, 273798.8608038238 6731308.535088738, 273603.21286567 6731115.444636761, 273397.69591225457 6731162.540231522, 273432.03833285585 6731576.6338924, 273257.6507837521 6731772.973477437, 273224.7269148925 6732038.206849844, 273162.1634855889 6732164.12127379, 273279.06739420147 6732457.54410136, 273179.85008059326 6732608.376161633, 273013.9898769829 6732514.5170934675, 272654.99822666164 6732492.512391913, 272563.19083688647 6732348.769608964, 272514.2383511567 6732443.6365780495, 272507.12602118374 6732783.869119915, 272448.9554565454 6733064.2993562445, 272561.02744079125 6733227.7406373, 272561.6435915864 6733382.519497176, 272425.1544909626 6733778.874817433));5008;6734150.476703151;277209.2363760967;;;[];[];;
